lag,r,n_pairs,ci95,significant,interpretation,mode,quantity,unit,lead_days
-15,-0.04737359127024844,132,0.17059610283658388,False,model leads obs by 15 d,strict3x3,pn,MBB,3
-14,0.015437970469180943,138,0.16684628002871474,False,model leads obs by 14 d,strict3x3,pn,MBB,3
-13,0.006144444860987412,147,0.1616580753730952,False,model leads obs by 13 d,strict3x3,pn,MBB,3
-12,0.07879428741216465,149,0.16056945642173193,False,model leads obs by 12 d,strict3x3,pn,MBB,3
-11,0.014454215087817798,142,0.16447954622615107,False,model leads obs by 11 d,strict3x3,pn,MBB,3
-10,-0.11752700154753984,143,0.1639034339613898,False,model leads obs by 10 d,strict3x3,pn,MBB,3
-9,0.1356024183520872,129,0.17256837763982227,False,model leads obs by 9 d,strict3x3,pn,MBB,3
-8,0.0433931479989087,131,0.17124599510556343,False,model leads obs by 8 d,strict3x3,pn,MBB,3
-7,-0.08429540696905405,145,0.16276914051333033,False,model leads obs by 7 d,strict3x3,pn,MBB,3
-6,0.11678511850290946,148,0.16111100755925015,False,model leads obs by 6 d,strict3x3,pn,MBB,3
-5,-0.017814942889171285,142,0.16447954622615107,False,model leads obs by 5 d,strict3x3,pn,MBB,3
-4,-0.08827100992670944,144,0.16333333333333333,False,model leads obs by 4 d,strict3x3,pn,MBB,3
-3,0.03040636412160961,142,0.16447954622615107,False,model leads obs by 3 d,strict3x3,pn,MBB,3
-2,0.047922714399179125,127,0.17392187584555832,False,model leads obs by 2 d,strict3x3,pn,MBB,3
-1,-0.08182241428581097,133,0.16995355402672752,False,model leads obs by 1 d,strict3x3,pn,MBB,3
0,0.06834754457678205,143,0.1639034339613898,False,zero lag,strict3x3,pn,MBB,3
1,-0.01807480158055289,144,0.16333333333333333,False,model lags obs by 1 d,strict3x3,pn,MBB,3
2,0.048000181342840655,147,0.1616580753730952,False,model lags obs by 2 d,strict3x3,pn,MBB,3
3,0.0042137722249383815,145,0.16276914051333033,False,model lags obs by 3 d,strict3x3,pn,MBB,3
4,-0.09670786210668775,138,0.16684628002871474,False,model lags obs by 4 d,strict3x3,pn,MBB,3
5,-0.23274744616966817,130,0.17190337178417772,True,model lags obs by 5 d,strict3x3,pn,MBB,3
6,0.06393182988495491,133,0.16995355402672752,False,model lags obs by 6 d,strict3x3,pn,MBB,3
7,0.0819553882019898,143,0.1639034339613898,False,model lags obs by 7 d,strict3x3,pn,MBB,3
8,0.0042390417076510895,141,0.16506177652903772,False,model lags obs by 8 d,strict3x3,pn,MBB,3
9,0.09253443165776527,149,0.16056945642173193,False,model lags obs by 9 d,strict3x3,pn,MBB,3
10,-0.003943960193532439,147,0.1616580753730952,False,model lags obs by 10 d,strict3x3,pn,MBB,3
11,0.023574856348151464,142,0.16447954622615107,False,model lags obs by 11 d,strict3x3,pn,MBB,3
12,-0.04119044014876305,124,0.1760131959862394,False,model lags obs by 12 d,strict3x3,pn,MBB,3
13,0.04829648136908168,132,0.17059610283658388,False,model lags obs by 13 d,strict3x3,pn,MBB,3
14,-0.07321342239645824,145,0.16276914051333033,False,model lags obs by 14 d,strict3x3,pn,MBB,3
15,-0.020531578214922446,147,0.1616580753730952,False,model lags obs by 15 d,strict3x3,pn,MBB,3
16,-0.08404158571607596,144,0.16333333333333333,False,model lags obs by 16 d,strict3x3,pn,MBB,3
17,-0.01705249714744232,142,0.16447954622615107,False,model lags obs by 17 d,strict3x3,pn,MBB,3
18,-0.16466647849620236,142,0.16447954622615107,True,model lags obs by 18 d,strict3x3,pn,MBB,3
19,0.12501792653056215,126,0.1746106780494506,False,model lags obs by 19 d,strict3x3,pn,MBB,3
20,0.14363155434866903,135,0.1686899413014786,False,model lags obs by 20 d,strict3x3,pn,MBB,3
21,-0.04101475055029127,144,0.16333333333333333,False,model lags obs by 21 d,strict3x3,pn,MBB,3
22,0.026216653208130686,149,0.16056945642173193,False,model lags obs by 22 d,strict3x3,pn,MBB,3
23,-0.08099708419929101,143,0.1639034339613898,False,model lags obs by 23 d,strict3x3,pn,MBB,3
24,-0.12137653229523505,146,0.16221075416606412,False,model lags obs by 24 d,strict3x3,pn,MBB,3
25,-0.08453586184097368,146,0.16221075416606412,False,model lags obs by 25 d,strict3x3,pn,MBB,3
26,-0.1378618862035344,122,0.17745006224333632,False,model lags obs by 26 d,strict3x3,pn,MBB,3
27,0.03360394058970914,129,0.17256837763982227,False,model lags obs by 27 d,strict3x3,pn,MBB,3
28,0.0023883255516097984,146,0.16221075416606412,False,model lags obs by 28 d,strict3x3,pn,MBB,3
29,-0.020156772630709006,146,0.16221075416606412,False,model lags obs by 29 d,strict3x3,pn,MBB,3
30,-0.0223511765467833,149,0.16056945642173193,False,model lags obs by 30 d,strict3x3,pn,MBB,3
-30,-0.03937547402023466,142,0.16447954622615107,False,model leads obs by 30 d,strict3x3,pn,MBF,0
-29,0.14893752534132151,146,0.16221075416606412,False,model leads obs by 29 d,strict3x3,pn,MBF,0
-28,-0.007624285606822778,145,0.16276914051333033,False,model leads obs by 28 d,strict3x3,pn,MBF,0
-27,0.09022287131596608,143,0.1639034339613898,False,model leads obs by 27 d,strict3x3,pn,MBF,0
-26,0.06199348092958329,128,0.17324116139070414,False,model leads obs by 26 d,strict3x3,pn,MBF,0
-25,-0.01938756549262888,135,0.1686899413014786,False,model leads obs by 25 d,strict3x3,pn,MBF,0
-24,-0.01983239980915768,142,0.16447954622615107,False,model leads obs by 24 d,strict3x3,pn,MBF,0
-23,0.10657365835432137,143,0.1639034339613898,False,model leads obs by 23 d,strict3x3,pn,MBF,0
-22,0.102645145427904,140,0.16565023392678924,False,model leads obs by 22 d,strict3x3,pn,MBF,0
-21,-0.013719701603257226,145,0.16276914051333033,False,model leads obs by 21 d,strict3x3,pn,MBF,0
-20,0.11025298169294366,144,0.16333333333333333,False,model leads obs by 20 d,strict3x3,pn,MBF,0
-19,0.05453222874622129,129,0.17256837763982227,False,model leads obs by 19 d,strict3x3,pn,MBF,0
-18,0.009244168141312088,131,0.17124599510556343,False,model leads obs by 18 d,strict3x3,pn,MBF,0
-17,0.048342931091072565,136,0.16806861343965865,False,model leads obs by 17 d,strict3x3,pn,MBF,0
-16,0.02478783976252739,146,0.16221075416606412,False,model leads obs by 16 d,strict3x3,pn,MBF,0
-15,0.13159688292404098,148,0.16111100755925015,False,model leads obs by 15 d,strict3x3,pn,MBF,0
-14,-0.0024249454558052685,141,0.16506177652903772,False,model leads obs by 14 d,strict3x3,pn,MBF,0
-13,0.07771123035861209,143,0.1639034339613898,False,model leads obs by 13 d,strict3x3,pn,MBF,0
-12,-0.07984277128419172,128,0.17324116139070414,False,model leads obs by 12 d,strict3x3,pn,MBF,0
-11,0.028873816059611562,131,0.17124599510556343,False,model leads obs by 11 d,strict3x3,pn,MBF,0
-10,0.024578274476725136,143,0.1639034339613898,False,model leads obs by 10 d,strict3x3,pn,MBF,0
-9,0.0018527895241087166,146,0.16221075416606412,False,model leads obs by 9 d,strict3x3,pn,MBF,0
-8,-0.013228267956285147,142,0.16447954622615107,False,model leads obs by 8 d,strict3x3,pn,MBF,0
-7,0.06621234175059798,141,0.16506177652903772,False,model leads obs by 7 d,strict3x3,pn,MBF,0
-6,0.14672794520280116,142,0.16447954622615107,False,model leads obs by 6 d,strict3x3,pn,MBF,0
-5,0.09059989647515825,127,0.17392187584555832,False,model leads obs by 5 d,strict3x3,pn,MBF,0
-4,0.1281806582784961,133,0.16995355402672752,False,model leads obs by 4 d,strict3x3,pn,MBF,0
-3,0.09983526380751725,140,0.16565023392678924,False,model leads obs by 3 d,strict3x3,pn,MBF,0
-2,0.101162454243743,143,0.1639034339613898,False,model leads obs by 2 d,strict3x3,pn,MBF,0
-1,0.18829060491167546,146,0.16221075416606412,True,model leads obs by 1 d,strict3x3,pn,MBF,0
0,0.0407352473120681,144,0.16333333333333333,False,zero lag,strict3x3,pn,MBF,0
1,0.1400343326516784,141,0.16506177652903772,False,model lags obs by 1 d,strict3x3,pn,MBF,0
2,0.07094134686398607,126,0.1746106780494506,False,model lags obs by 2 d,strict3x3,pn,MBF,0
3,0.08830628616767518,133,0.16995355402672752,False,model lags obs by 3 d,strict3x3,pn,MBF,0
4,0.12171425926423284,141,0.16506177652903772,False,model lags obs by 4 d,strict3x3,pn,MBF,0
5,0.08885960888514251,140,0.16565023392678924,False,model lags obs by 5 d,strict3x3,pn,MBF,0
6,0.08626409359279534,149,0.16056945642173193,False,model lags obs by 6 d,strict3x3,pn,MBF,0
7,0.13647498431505573,145,0.16276914051333033,False,model lags obs by 7 d,strict3x3,pn,MBF,0
8,0.11095704269065618,143,0.1639034339613898,False,model lags obs by 8 d,strict3x3,pn,MBF,0
9,-0.03696769278250285,122,0.17745006224333632,False,model lags obs by 9 d,strict3x3,pn,MBF,0
10,0.052856233958200605,131,0.17124599510556343,False,model lags obs by 10 d,strict3x3,pn,MBF,0
11,0.06046604665391403,146,0.16221075416606412,False,model lags obs by 11 d,strict3x3,pn,MBF,0
12,0.04370212222940623,144,0.16333333333333333,False,model lags obs by 12 d,strict3x3,pn,MBF,0
13,0.11515250040978278,144,0.16333333333333333,False,model lags obs by 13 d,strict3x3,pn,MBF,0
14,-0.042346508520928056,141,0.16506177652903772,False,model lags obs by 14 d,strict3x3,pn,MBF,0
15,0.048442342938289834,143,0.1639034339613898,False,model lags obs by 15 d,strict3x3,pn,MBF,0
16,0.16122490471964515,125,0.1753077294359835,False,model lags obs by 16 d,strict3x3,pn,MBF,0
17,0.09778501586161152,135,0.1686899413014786,False,model lags obs by 17 d,strict3x3,pn,MBF,0
18,0.127242522660405,142,0.16447954622615107,False,model lags obs by 18 d,strict3x3,pn,MBF,0
19,0.1172291918467331,146,0.16221075416606412,False,model lags obs by 19 d,strict3x3,pn,MBF,0
20,0.04999968937404486,143,0.1639034339613898,False,model lags obs by 20 d,strict3x3,pn,MBF,0
21,0.1530094913606105,146,0.16221075416606412,False,model lags obs by 21 d,strict3x3,pn,MBF,0
22,0.011940607431495274,145,0.16276914051333033,False,model lags obs by 22 d,strict3x3,pn,MBF,0
23,0.013127072797202571,123,0.1767272483948167,False,model lags obs by 23 d,strict3x3,pn,MBF,0
24,0.00777797679770391,128,0.17324116139070414,False,model lags obs by 24 d,strict3x3,pn,MBF,0
25,0.08254026866849963,145,0.16276914051333033,False,model lags obs by 25 d,strict3x3,pn,MBF,0
26,0.043881872187750685,144,0.16333333333333333,False,model lags obs by 26 d,strict3x3,pn,MBF,0
27,0.015840377183182604,149,0.16056945642173193,False,model lags obs by 27 d,strict3x3,pn,MBF,0
28,0.07286266017230675,144,0.16333333333333333,False,model lags obs by 28 d,strict3x3,pn,MBF,0
29,0.05288340587952287,139,0.1662450302172743,False,model lags obs by 29 d,strict3x3,pn,MBF,0
30,0.10492297726369422,128,0.17324116139070414,False,model lags obs by 30 d,strict3x3,pn,MBF,0
-30,-0.07500322237883118,142,0.16447954622615107,False,model leads obs by 30 d,strict3x3,pn,MBF,1
-29,0.0456785437138309,143,0.1639034339613898,False,model leads obs by 29 d,strict3x3,pn,MBF,1
-28,-0.012635082759866122,148,0.16111100755925015,False,model leads obs by 28 d,strict3x3,pn,MBF,1
-27,0.033467639326621015,146,0.16221075416606412,False,model leads obs by 27 d,strict3x3,pn,MBF,1
-26,0.05202974640679641,143,0.1639034339613898,False,model leads obs by 26 d,strict3x3,pn,MBF,1
-25,0.09720942558959363,129,0.17256837763982227,False,model leads obs by 25 d,strict3x3,pn,MBF,1
-24,-0.11892087447684457,135,0.1686899413014786,False,model leads obs by 24 d,strict3x3,pn,MBF,1
-23,0.0777873239699518,143,0.1639034339613898,False,model leads obs by 23 d,strict3x3,pn,MBF,1
-22,0.06760611343469558,146,0.16221075416606412,False,model leads obs by 22 d,strict3x3,pn,MBF,1
-21,0.08886305460123872,141,0.16506177652903772,False,model leads obs by 21 d,strict3x3,pn,MBF,1
-20,-0.04078703962834186,146,0.16221075416606412,False,model leads obs by 20 d,strict3x3,pn,MBF,1
-19,0.06404353155412719,144,0.16333333333333333,False,model leads obs by 19 d,strict3x3,pn,MBF,1
-18,-0.04223396152477266,129,0.17256837763982227,False,model leads obs by 18 d,strict3x3,pn,MBF,1
-17,0.010371054051663914,132,0.17059610283658388,False,model leads obs by 17 d,strict3x3,pn,MBF,1
-16,-0.0005150109249470893,138,0.16684628002871474,False,model leads obs by 16 d,strict3x3,pn,MBF,1
-15,-0.046118824356248804,147,0.1616580753730952,False,model leads obs by 15 d,strict3x3,pn,MBF,1
-14,0.06693630720089636,149,0.16056945642173193,False,model leads obs by 14 d,strict3x3,pn,MBF,1
-13,-0.13868573844401813,143,0.1639034339613898,False,model leads obs by 13 d,strict3x3,pn,MBF,1
-12,-0.024155220414815062,143,0.1639034339613898,False,model leads obs by 12 d,strict3x3,pn,MBF,1
-11,-0.11537347814712468,128,0.17324116139070414,False,model leads obs by 11 d,strict3x3,pn,MBF,1
-10,0.07840510245956547,131,0.17124599510556343,False,model leads obs by 10 d,strict3x3,pn,MBF,1
-9,-0.04585250542501219,145,0.16276914051333033,False,model leads obs by 9 d,strict3x3,pn,MBF,1
-8,-0.05468567950274997,148,0.16111100755925015,False,model leads obs by 8 d,strict3x3,pn,MBF,1
-7,-0.10553629060661936,142,0.16447954622615107,False,model leads obs by 7 d,strict3x3,pn,MBF,1
-6,-0.13083521992594402,143,0.1639034339613898,False,model leads obs by 6 d,strict3x3,pn,MBF,1
-5,0.06056281356085916,142,0.16447954622615107,False,model leads obs by 5 d,strict3x3,pn,MBF,1
-4,0.050416740536738,127,0.17392187584555832,False,model leads obs by 4 d,strict3x3,pn,MBF,1
-3,0.013129029314097736,133,0.16995355402672752,False,model leads obs by 3 d,strict3x3,pn,MBF,1
-2,0.0368418978260062,143,0.1639034339613898,False,model leads obs by 2 d,strict3x3,pn,MBF,1
-1,0.06962784254432171,144,0.16333333333333333,False,model leads obs by 1 d,strict3x3,pn,MBF,1
0,0.0540759498163972,147,0.1616580753730952,False,zero lag,strict3x3,pn,MBF,1
1,0.04618821272122346,145,0.16276914051333033,False,model lags obs by 1 d,strict3x3,pn,MBF,1
2,0.06717737970422999,141,0.16506177652903772,False,model lags obs by 2 d,strict3x3,pn,MBF,1
3,-0.09678623337081255,127,0.17392187584555832,False,model lags obs by 3 d,strict3x3,pn,MBF,1
4,-0.0843335825043677,134,0.16931821141394657,False,model lags obs by 4 d,strict3x3,pn,MBF,1
5,0.035834240159085005,142,0.16447954622615107,False,model lags obs by 5 d,strict3x3,pn,MBF,1
6,-0.04812249039159771,142,0.16447954622615107,False,model lags obs by 6 d,strict3x3,pn,MBF,1
7,0.041304793048472156,149,0.16056945642173193,False,model lags obs by 7 d,strict3x3,pn,MBF,1
8,0.02197109123745825,146,0.16221075416606412,False,model lags obs by 8 d,strict3x3,pn,MBF,1
9,0.051295265697223424,143,0.1639034339613898,False,model lags obs by 9 d,strict3x3,pn,MBF,1
10,0.026375575400222458,123,0.1767272483948167,False,model lags obs by 10 d,strict3x3,pn,MBF,1
11,0.07488292219361598,132,0.17059610283658388,False,model lags obs by 11 d,strict3x3,pn,MBF,1
12,0.031446591932180995,147,0.1616580753730952,False,model lags obs by 12 d,strict3x3,pn,MBF,1
13,0.026092485272535514,146,0.16221075416606412,False,model lags obs by 13 d,strict3x3,pn,MBF,1
14,0.04240983908829552,144,0.16333333333333333,False,model lags obs by 14 d,strict3x3,pn,MBF,1
15,-0.007213024805489605,142,0.16447954622615107,False,model lags obs by 15 d,strict3x3,pn,MBF,1
16,0.027669323936102358,143,0.1639034339613898,False,model lags obs by 16 d,strict3x3,pn,MBF,1
17,0.12245550792587952,125,0.1753077294359835,False,model lags obs by 17 d,strict3x3,pn,MBF,1
18,0.11254845648365644,137,0.16745410091248514,False,model lags obs by 18 d,strict3x3,pn,MBF,1
19,0.08840385684737168,143,0.1639034339613898,False,model lags obs by 19 d,strict3x3,pn,MBF,1
20,0.14665199218745,147,0.1616580753730952,False,model lags obs by 20 d,strict3x3,pn,MBF,1
21,0.15370553886741414,144,0.16333333333333333,False,model lags obs by 21 d,strict3x3,pn,MBF,1
22,0.1317700692198825,146,0.16221075416606412,False,model lags obs by 22 d,strict3x3,pn,MBF,1
23,0.03163434595801989,146,0.16221075416606412,False,model lags obs by 23 d,strict3x3,pn,MBF,1
24,-0.04675102496657735,123,0.1767272483948167,False,model lags obs by 24 d,strict3x3,pn,MBF,1
25,-0.06651030916608863,128,0.17324116139070414,False,model lags obs by 25 d,strict3x3,pn,MBF,1
26,0.06502033126208885,146,0.16221075416606412,False,model lags obs by 26 d,strict3x3,pn,MBF,1
27,0.12328105555649257,146,0.16221075416606412,False,model lags obs by 27 d,strict3x3,pn,MBF,1
28,0.04888852461020197,149,0.16056945642173193,False,model lags obs by 28 d,strict3x3,pn,MBF,1
29,0.06180242133572482,145,0.16276914051333033,False,model lags obs by 29 d,strict3x3,pn,MBF,1
30,0.10221079726314912,139,0.1662450302172743,False,model lags obs by 30 d,strict3x3,pn,MBF,1
-30,-0.06613117984166135,135,0.1686899413014786,False,model leads obs by 30 d,strict3x3,pn,MBF,2
-29,0.03554703275400314,142,0.16447954622615107,False,model leads obs by 29 d,strict3x3,pn,MBF,2
-28,0.06248833464614439,143,0.1639034339613898,False,model leads obs by 28 d,strict3x3,pn,MBF,2
