lag,r,n_pairs,ci95,significant,interpretation,mode,quantity,unit,lead_days
-29,0.012552482216697483,142,0.16447954622615107,False,model leads obs by 29 d,adaptive,pn,MBB,2
-28,0.05834154474112046,142,0.16447954622615107,False,model leads obs by 28 d,adaptive,pn,MBB,2
-27,-0.12273987231212174,148,0.16111100755925015,False,model leads obs by 27 d,adaptive,pn,MBB,2
-26,0.07275146302065844,146,0.16221075416606412,False,model leads obs by 26 d,adaptive,pn,MBB,2
-25,-0.10309995472902522,144,0.16333333333333333,False,model leads obs by 25 d,adaptive,pn,MBB,2
-24,0.10158332274506228,127,0.17392187584555832,False,model leads obs by 24 d,adaptive,pn,MBB,2
-23,-0.05977608505974894,136,0.16806861343965865,False,model leads obs by 23 d,adaptive,pn,MBB,2
-22,-0.1367089725341014,142,0.16447954622615107,False,model leads obs by 22 d,adaptive,pn,MBB,2
-21,0.09832758812464755,147,0.1616580753730952,False,model leads obs by 21 d,adaptive,pn,MBB,2
-20,0.049565246063206975,142,0.16447954622615107,False,model leads obs by 20 d,adaptive,pn,MBB,2
-19,0.02883225048862821,144,0.16333333333333333,False,model leads obs by 19 d,adaptive,pn,MBB,2
-18,0.029034488689515834,145,0.16276914051333033,False,model leads obs by 18 d,adaptive,pn,MBB,2
-17,0.029905379674766218,129,0.17256837763982227,False,model leads obs by 17 d,adaptive,pn,MBB,2
-16,-0.05642998044495812,132,0.17059610283658388,False,model leads obs by 16 d,adaptive,pn,MBB,2
-15,0.008636983305212106,138,0.16684628002871474,False,model leads obs by 15 d,adaptive,pn,MBB,2
-14,-0.0019904319976394203,147,0.1616580753730952,False,model leads obs by 14 d,adaptive,pn,MBB,2
-13,0.08271091374785493,149,0.16056945642173193,False,model leads obs by 13 d,adaptive,pn,MBB,2
-12,0.01829344665789807,142,0.16447954622615107,False,model leads obs by 12 d,adaptive,pn,MBB,2
-11,-0.11460031856642539,143,0.1639034339613898,False,model leads obs by 11 d,adaptive,pn,MBB,2
-10,0.13388504817876187,129,0.17256837763982227,False,model leads obs by 10 d,adaptive,pn,MBB,2
-9,0.03864463551487934,131,0.17124599510556343,False,model leads obs by 9 d,adaptive,pn,MBB,2
-8,-0.08820637644032489,145,0.16276914051333033,False,model leads obs by 8 d,adaptive,pn,MBB,2
-7,0.12109215824196758,148,0.16111100755925015,False,model leads obs by 7 d,adaptive,pn,MBB,2
-6,-0.020066938208227983,142,0.16447954622615107,False,model leads obs by 6 d,adaptive,pn,MBB,2
-5,-0.09572418651447788,144,0.16333333333333333,False,model leads obs by 5 d,adaptive,pn,MBB,2
-4,0.031902029845851956,142,0.16447954622615107,False,model leads obs by 4 d,adaptive,pn,MBB,2
-3,0.056633700556292445,127,0.17392187584555832,False,model leads obs by 3 d,adaptive,pn,MBB,2
-2,-0.09201156043407696,133,0.16995355402672752,False,model leads obs by 2 d,adaptive,pn,MBB,2
-1,0.06816530866281988,143,0.1639034339613898,False,model leads obs by 1 d,adaptive,pn,MBB,2
0,-0.024075863819368347,144,0.16333333333333333,False,zero lag,adaptive,pn,MBB,2
1,0.04849742225460654,147,0.1616580753730952,False,model lags obs by 1 d,adaptive,pn,MBB,2
2,0.0054557101174718195,145,0.16276914051333033,False,model lags obs by 2 d,adaptive,pn,MBB,2
3,-0.0810105989506684,138,0.16684628002871474,False,model lags obs by 3 d,adaptive,pn,MBB,2
4,-0.2333785518791448,130,0.17190337178417772,True,model lags obs by 4 d,adaptive,pn,MBB,2
5,0.06070953933044209,133,0.16995355402672752,False,model lags obs by 5 d,adaptive,pn,MBB,2
6,0.08031850838615778,143,0.1639034339613898,False,model lags obs by 6 d,adaptive,pn,MBB,2
7,-0.013956682818084027,141,0.16506177652903772,False,model lags obs by 7 d,adaptive,pn,MBB,2
8,0.09353845085824888,149,0.16056945642173193,False,model lags obs by 8 d,adaptive,pn,MBB,2
9,-0.0020824742758938928,147,0.1616580753730952,False,model lags obs by 9 d,adaptive,pn,MBB,2
10,0.02440768225802355,142,0.16447954622615107,False,model lags obs by 10 d,adaptive,pn,MBB,2
11,-0.041895853652205085,124,0.1760131959862394,False,model lags obs by 11 d,adaptive,pn,MBB,2
12,0.04924187434323162,132,0.17059610283658388,False,model lags obs by 12 d,adaptive,pn,MBB,2
13,-0.0024313866423320567,145,0.16276914051333033,False,model lags obs by 13 d,adaptive,pn,MBB,2
14,-0.05076536660032204,147,0.1616580753730952,False,model lags obs by 14 d,adaptive,pn,MBB,2
15,-0.10007106609282544,144,0.16333333333333333,False,model lags obs by 15 d,adaptive,pn,MBB,2
16,-0.015585701722222447,142,0.16447954622615107,False,model lags obs by 16 d,adaptive,pn,MBB,2
17,-0.14505742524352727,142,0.16447954622615107,False,model lags obs by 17 d,adaptive,pn,MBB,2
18,0.12259259547109709,126,0.1746106780494506,False,model lags obs by 18 d,adaptive,pn,MBB,2
19,0.139387544963006,135,0.1686899413014786,False,model lags obs by 19 d,adaptive,pn,MBB,2
20,-0.04506821361512793,144,0.16333333333333333,False,model lags obs by 20 d,adaptive,pn,MBB,2
21,0.025721757884706174,149,0.16056945642173193,False,model lags obs by 21 d,adaptive,pn,MBB,2
22,-0.08138908110257752,143,0.1639034339613898,False,model lags obs by 22 d,adaptive,pn,MBB,2
23,-0.12080764691899744,146,0.16221075416606412,False,model lags obs by 23 d,adaptive,pn,MBB,2
24,-0.0910009899508841,146,0.16221075416606412,False,model lags obs by 24 d,adaptive,pn,MBB,2
25,-0.12001133609936755,122,0.17745006224333632,False,model lags obs by 25 d,adaptive,pn,MBB,2
26,0.02756570560705211,129,0.17256837763982227,False,model lags obs by 26 d,adaptive,pn,MBB,2
27,0.00128504440307984,146,0.16221075416606412,False,model lags obs by 27 d,adaptive,pn,MBB,2
28,-0.023737730522321997,146,0.16221075416606412,False,model lags obs by 28 d,adaptive,pn,MBB,2
29,-0.031149794123614384,149,0.16056945642173193,False,model lags obs by 29 d,adaptive,pn,MBB,2
30,0.046641199451622595,145,0.16276914051333033,False,model lags obs by 30 d,adaptive,pn,MBB,2
-30,0.22375517778890278,129,0.17256837763982227,True,model leads obs by 30 d,adaptive,pn,MBB,3
-29,0.12060765332241158,136,0.16806861343965865,False,model leads obs by 29 d,adaptive,pn,MBB,3
-28,0.0212287959819069,142,0.16447954622615107,False,model leads obs by 28 d,adaptive,pn,MBB,3
-27,0.04836619787389655,142,0.16447954622615107,False,model leads obs by 27 d,adaptive,pn,MBB,3
-26,-0.13538167924992367,148,0.16111100755925015,False,model leads obs by 26 d,adaptive,pn,MBB,3
-25,0.06254370982314157,146,0.16221075416606412,False,model leads obs by 25 d,adaptive,pn,MBB,3
-24,-0.10908895895818048,144,0.16333333333333333,False,model leads obs by 24 d,adaptive,pn,MBB,3
-23,0.10873167902707621,127,0.17392187584555832,False,model leads obs by 23 d,adaptive,pn,MBB,3
-22,-0.054188914200321826,136,0.16806861343965865,False,model leads obs by 22 d,adaptive,pn,MBB,3
-21,-0.1323147895559384,142,0.16447954622615107,False,model leads obs by 21 d,adaptive,pn,MBB,3
-20,0.09690571651286727,147,0.1616580753730952,False,model leads obs by 20 d,adaptive,pn,MBB,3
-19,0.05836686329188207,142,0.16447954622615107,False,model leads obs by 19 d,adaptive,pn,MBB,3
-18,0.02748390725676211,144,0.16333333333333333,False,model leads obs by 18 d,adaptive,pn,MBB,3
-17,0.012192479493888766,145,0.16276914051333033,False,model leads obs by 17 d,adaptive,pn,MBB,3
-16,0.012236922619629954,129,0.17256837763982227,False,model leads obs by 16 d,adaptive,pn,MBB,3
-15,-0.04737359127024844,132,0.17059610283658388,False,model leads obs by 15 d,adaptive,pn,MBB,3
-14,0.015437970469180943,138,0.16684628002871474,False,model leads obs by 14 d,adaptive,pn,MBB,3
-13,0.006144444860987412,147,0.1616580753730952,False,model leads obs by 13 d,adaptive,pn,MBB,3
-12,0.07879428741216465,149,0.16056945642173193,False,model leads obs by 12 d,adaptive,pn,MBB,3
-11,0.014454215087817798,142,0.16447954622615107,False,model leads obs by 11 d,adaptive,pn,MBB,3
-10,-0.11752700154753984,143,0.1639034339613898,False,model leads obs by 10 d,adaptive,pn,MBB,3
-9,0.1356024183520872,129,0.17256837763982227,False,model leads obs by 9 d,adaptive,pn,MBB,3
-8,0.0433931479989087,131,0.17124599510556343,False,model leads obs by 8 d,adaptive,pn,MBB,3
-7,-0.08429540696905405,145,0.16276914051333033,False,model leads obs by 7 d,adaptive,pn,MBB,3
-6,0.11678511850290946,148,0.16111100755925015,False,model leads obs by 6 d,adaptive,pn,MBB,3
-5,-0.017814942889171285,142,0.16447954622615107,False,model leads obs by 5 d,adaptive,pn,MBB,3
-4,-0.08827100992670944,144,0.16333333333333333,False,model leads obs by 4 d,adaptive,pn,MBB,3
-3,0.03040636412160961,142,0.16447954622615107,False,model leads obs by 3 d,adaptive,pn,MBB,3
-2,0.047922714399179125,127,0.17392187584555832,False,model leads obs by 2 d,adaptive,pn,MBB,3
-1,-0.08182241428581097,133,0.16995355402672752,False,model leads obs by 1 d,adaptive,pn,MBB,3
0,0.06834754457678205,143,0.1639034339613898,False,zero lag,adaptive,pn,MBB,3
1,-0.01807480158055289,144,0.16333333333333333,False,model lags obs by 1 d,adaptive,pn,MBB,3
2,0.048000181342840655,147,0.1616580753730952,False,model lags obs by 2 d,adaptive,pn,MBB,3
3,0.0042137722249383815,145,0.16276914051333033,False,model lags obs by 3 d,adaptive,pn,MBB,3
4,-0.09670786210668775,138,0.16684628002871474,False,model lags obs by 4 d,adaptive,pn,MBB,3
5,-0.23274744616966817,130,0.17190337178417772,True,model lags obs by 5 d,adaptive,pn,MBB,3
6,0.06393182988495491,133,0.16995355402672752,False,model lags obs by 6 d,adaptive,pn,MBB,3
7,0.0819553882019898,143,0.1639034339613898,False,model lags obs by 7 d,adaptive,pn,MBB,3
8,0.0042390417076510895,141,0.16506177652903772,False,model lags obs by 8 d,adaptive,pn,MBB,3
9,0.09253443165776527,149,0.16056945642173193,False,model lags obs by 9 d,adaptive,pn,MBB,3
10,-0.003943960193532439,147,0.1616580753730952,False,model lags obs by 10 d,adaptive,pn,MBB,3
11,0.023574856348151464,142,0.16447954622615107,False,model lags obs by 11 d,adaptive,pn,MBB,3
12,-0.04119044014876305,124,0.1760131959862394,False,model lags obs by 12 d,adaptive,pn,MBB,3
13,0.04829648136908168,132,0.17059610283658388,False,model lags obs by 13 d,adaptive,pn,MBB,3
14,-0.07321342239645824,145,0.16276914051333033,False,model lags obs by 14 d,adaptive,pn,MBB,3
15,-0.020531578214922446,147,0.1616580753730952,False,model lags obs by 15 d,adaptive,pn,MBB,3
16,-0.08404158571607596,144,0.16333333333333333,False,model lags obs by 16 d,adaptive,pn,MBB,3
17,-0.01705249714744232,142,0.16447954622615107,False,model lags obs by 17 d,adaptive,pn,MBB,3
18,-0.16466647849620236,142,0.16447954622615107,True,model lags obs by 18 d,adaptive,pn,MBB,3
19,0.12501792653056215,126,0.1746106780494506,False,model lags obs by 19 d,adaptive,pn,MBB,3
20,0.14363155434866903,135,0.1686899413014786,False,model lags obs by 20 d,adaptive,pn,MBB,3
21,-0.04101475055029127,144,0.16333333333333333,False,model lags obs by 21 d,adaptive,pn,MBB,3
22,0.026216653208130686,149,0.16056945642173193,False,model lags obs by 22 d,adaptive,pn,MBB,3
23,-0.08099708419929101,143,0.1639034339613898,False,model lags obs by 23 d,adaptive,pn,MBB,3
24,-0.12137653229523505,146,0.16221075416606412,False,model lags obs by 24 d,adaptive,pn,MBB,3
25,-0.08453586184097368,146,0.16221075416606412,False,model lags obs by 25 d,adaptive,pn,MBB,3
26,-0.1378618862035344,122,0.17745006224333632,False,model lags obs by 26 d,adaptive,pn,MBB,3
27,0.03360394058970914,129,0.17256837763982227,False,model lags obs by 27 d,adaptive,pn,MBB,3
28,0.0023883255516097984,146,0.16221075416606412,False,model lags obs by 28 d,adaptive,pn,MBB,3
29,-0.020156772630709006,146,0.16221075416606412,False,model lags obs by 29 d,adaptive,pn,MBB,3
30,-0.0223511765467833,149,0.16056945642173193,False,model lags obs by 30 d,adaptive,pn,MBB,3
-30,-0.0420464735947047,143,0.1639034339613898,False,model leads obs by 30 d,adaptive,pn,MBF,0
-29,0.14893752534132151,146,0.16221075416606412,False,model leads obs by 29 d,adaptive,pn,MBF,0
-28,-0.009729412920489334,146,0.16221075416606412,False,model leads obs by 28 d,adaptive,pn,MBF,0
-27,0.09022287131596608,143,0.1639034339613898,False,model leads obs by 27 d,adaptive,pn,MBF,0
-26,0.06199348092958329,128,0.17324116139070414,False,model leads obs by 26 d,adaptive,pn,MBF,0
-25,-0.01938756549262888,135,0.1686899413014786,False,model leads obs by 25 d,adaptive,pn,MBF,0
-24,-0.015215200427164219,143,0.1639034339613898,False,model leads obs by 24 d,adaptive,pn,MBF,0
-23,0.0960751040092591,145,0.16276914051333033,False,model leads obs by 23 d,adaptive,pn,MBF,0
-22,0.102645145427904,140,0.16565023392678924,False,model leads obs by 22 d,adaptive,pn,MBF,0
-21,-0.015664983746317092,146,0.16221075416606412,False,model leads obs by 21 d,adaptive,pn,MBF,0
-20,0.11025298169294366,144,0.16333333333333333,False,model leads obs by 20 d,adaptive,pn,MBF,0
-19,0.05453222874622129,129,0.17256837763982227,False,model leads obs by 19 d,adaptive,pn,MBF,0
-18,0.03197780610223537,132,0.17059610283658388,False,model leads obs by 18 d,adaptive,pn,MBF,0
-17,0.04908629793525549,137,0.16745410091248514,False,model leads obs by 17 d,adaptive,pn,MBF,0
-16,0.023613110590130524,147,0.1616580753730952,False,model leads obs by 16 d,adaptive,pn,MBF,0
-15,0.12916933936934974,149,0.16056945642173193,False,model leads obs by 15 d,adaptive,pn,MBF,0
-14,-0.0024249454558052685,141,0.16506177652903772,False,model leads obs by 14 d,adaptive,pn,MBF,0
-13,0.07771123035861209,143,0.1639034339613898,False,model leads obs by 13 d,adaptive,pn,MBF,0
-12,-0.07984277128419172,128,0.17324116139070414,False,model leads obs by 12 d,adaptive,pn,MBF,0
-11,0.028873816059611562,131,0.17124599510556343,False,model leads obs by 11 d,adaptive,pn,MBF,0
-10,0.028994440115009866,144,0.16333333333333333,False,model leads obs by 10 d,adaptive,pn,MBF,0
-9,0.0040005108320076265,148,0.16111100755925015,False,model leads obs by 9 d,adaptive,pn,MBF,0
-8,-0.013228267956285147,142,0.16447954622615107,False,model leads obs by 8 d,adaptive,pn,MBF,0
-7,0.06478868333148403,142,0.16447954622615107,False,model leads obs by 7 d,adaptive,pn,MBF,0
-6,0.14672794520280116,142,0.16447954622615107,False,model leads obs by 6 d,adaptive,pn,MBF,0
-5,0.09059989647515825,127,0.17392187584555832,False,model leads obs by 5 d,adaptive,pn,MBF,0
-4,0.1281806582784961,133,0.16995355402672752,False,model leads obs by 4 d,adaptive,pn,MBF,0
-3,0.11247905382623104,142,0.16447954622615107,False,model leads obs by 3 d,adaptive,pn,MBF,0
-2,0.09827051529364425,144,0.16333333333333333,False,model leads obs by 2 d,adaptive,pn,MBF,0
-1,0.19204247910118286,147,0.1616580753730952,True,model leads obs by 1 d,adaptive,pn,MBF,0
0,0.0407352473120681,144,0.16333333333333333,False,zero lag,adaptive,pn,MBF,0
1,0.1400343326516784,141,0.16506177652903772,False,model lags obs by 1 d,adaptive,pn,MBF,0
2,0.07094134686398607,126,0.1746106780494506,False,model lags obs by 2 d,adaptive,pn,MBF,0
3,0.09240927547242365,134,0.16931821141394657,False,model lags obs by 3 d,adaptive,pn,MBF,0
4,0.11795894450609909,142,0.16447954622615107,False,model lags obs by 4 d,adaptive,pn,MBF,0
5,0.0980617200498567,141,0.16506177652903772,False,model lags obs by 5 d,adaptive,pn,MBF,0
6,0.08626409359279534,149,0.16056945642173193,False,model lags obs by 6 d,adaptive,pn,MBF,0
7,0.13529052361132665,146,0.16221075416606412,False,model lags obs by 7 d,adaptive,pn,MBF,0
8,0.11095704269065618,143,0.1639034339613898,False,model lags obs by 8 d,adaptive,pn,MBF,0
9,-0.03696769278250285,122,0.17745006224333632,False,model lags obs by 9 d,adaptive,pn,MBF,0
10,0.06593708365331691,132,0.17059610283658388,False,model lags obs by 10 d,adaptive,pn,MBF,0
11,0.06770172803724514,147,0.1616580753730952,False,model lags obs by 11 d,adaptive,pn,MBF,0
12,0.042708038654466735,145,0.16276914051333033,False,model lags obs by 12 d,adaptive,pn,MBF,0
13,0.11515250040978278,144,0.16333333333333333,False,model lags obs by 13 d,adaptive,pn,MBF,0
14,-0.044566483173551816,142,0.16447954622615107,False,model lags obs by 14 d,adaptive,pn,MBF,0
15,0.048442342938289834,143,0.1639034339613898,False,model lags obs by 15 d,adaptive,pn,MBF,0
16,0.16122490471964515,125,0.1753077294359835,False,model lags obs by 16 d,adaptive,pn,MBF,0
17,0.05988259149872933,136,0.16806861343965865,False,model lags obs by 17 d,adaptive,pn,MBF,0
18,0.13479187673222937,143,0.1639034339613898,False,model lags obs by 18 d,adaptive,pn,MBF,0
19,0.08199169250717642,147,0.1616580753730952,False,model lags obs by 19 d,adaptive,pn,MBF,0
20,0.04999968937404486,143,0.1639034339613898,False,model lags obs by 20 d,adaptive,pn,MBF,0
21,0.1530094913606105,146,0.16221075416606412,False,model lags obs by 21 d,adaptive,pn,MBF,0
22,0.010027919946453728,146,0.16221075416606412,False,model lags obs by 22 d,adaptive,pn,MBF,0
23,0.013127072797202571,123,0.1767272483948167,False,model lags obs by 23 d,adaptive,pn,MBF,0
24,0.00777797679770391,128,0.17324116139070414,False,model lags obs by 24 d,adaptive,pn,MBF,0
25,0.08665270743825156,146,0.16221075416606412,False,model lags obs by 25 d,adaptive,pn,MBF,0
26,-0.02444503762504014,146,0.16221075416606412,False,model lags obs by 26 d,adaptive,pn,MBF,0
27,0.015840377183182604,149,0.16056945642173193,False,model lags obs by 27 d,adaptive,pn,MBF,0
28,0.07078024928926979,145,0.16276914051333033,False,model lags obs by 28 d,adaptive,pn,MBF,0
29,0.05288340587952287,139,0.1662450302172743,False,model lags obs by 29 d,adaptive,pn,MBF,0
30,0.10492297726369422,128,0.17324116139070414,False,model lags obs by 30 d,adaptive,pn,MBF,0
-30,-0.07500322237883118,142,0.16447954622615107,False,model leads obs by 30 d,adaptive,pn,MBF,1
-29,0.0456785437138309,143,0.1639034339613898,False,model leads obs by 29 d,adaptive,pn,MBF,1
-28,-0.012635082759866122,148,0.16111100755925015,False,model leads obs by 28 d,adaptive,pn,MBF,1
-27,0.033467639326621015,146,0.16221075416606412,False,model leads obs by 27 d,adaptive,pn,MBF,1
-26,0.05202974640679641,143,0.1639034339613898,False,model leads obs by 26 d,adaptive,pn,MBF,1
-25,0.09720942558959363,129,0.17256837763982227,False,model leads obs by 25 d,adaptive,pn,MBF,1
-24,-0.11892087447684457,135,0.1686899413014786,False,model leads obs by 24 d,adaptive,pn,MBF,1
-23,0.0777873239699518,143,0.1639034339613898,False,model leads obs by 23 d,adaptive,pn,MBF,1
-22,0.06760611343469558,146,0.16221075416606412,False,model leads obs by 22 d,adaptive,pn,MBF,1
-21,0.08886305460123872,141,0.16506177652903772,False,model leads obs by 21 d,adaptive,pn,MBF,1
-20,-0.04078703962834186,146,0.16221075416606412,False,model leads obs by 20 d,adaptive,pn,MBF,1
-19,0.06404353155412719,144,0.16333333333333333,False,model leads obs by 19 d,adaptive,pn,MBF,1
-18,-0.04223396152477266,129,0.17256837763982227,False,model leads obs by 18 d,adaptive,pn,MBF,1
-17,0.010371054051663914,132,0.17059610283658388,False,model leads obs by 17 d,adaptive,pn,MBF,1
-16,-0.0005150109249470893,138,0.16684628002871474,False,model leads obs by 16 d,adaptive,pn,MBF,1
-15,-0.046118824356248804,147,0.1616580753730952,False,model leads obs by 15 d,adaptive,pn,MBF,1
-14,0.06693630720089636,149,0.16056945642173193,False,model leads obs by 14 d,adaptive,pn,MBF,1
-13,-0.13868573844401813,143,0.1639034339613898,False,model leads obs by 13 d,adaptive,pn,MBF,1
-12,-0.024155220414815062,143,0.1639034339613898,False,model leads obs by 12 d,adaptive,pn,MBF,1
-11,-0.11537347814712468,128,0.17324116139070414,False,model leads obs by 11 d,adaptive,pn,MBF,1
-10,0.07840510245956547,131,0.17124599510556343,False,model leads obs by 10 d,adaptive,pn,MBF,1
-9,-0.04585250542501219,145,0.16276914051333033,False,model leads obs by 9 d,adaptive,pn,MBF,1
-8,-0.05468567950274997,148,0.16111100755925015,False,model leads obs by 8 d,adaptive,pn,MBF,1
-7,-0.10553629060661936,142,0.16447954622615107,False,model leads obs by 7 d,adaptive,pn,MBF,1
-6,-0.13083521992594402,143,0.1639034339613898,False,model leads obs by 6 d,adaptive,pn,MBF,1
-5,0.06056281356085916,142,0.16447954622615107,False,model leads obs by 5 d,adaptive,pn,MBF,1
-4,0.050416740536738,127,0.17392187584555832,False,model leads obs by 4 d,adaptive,pn,MBF,1
-3,0.013129029314097736,133,0.16995355402672752,False,model leads obs by 3 d,adaptive,pn,MBF,1
-2,0.0368418978260062,143,0.1639034339613898,False,model leads obs by 2 d,adaptive,pn,MBF,1
-1,0.06962784254432171,144,0.16333333333333333,False,model leads obs by 1 d,adaptive,pn,MBF,1
0,0.0540759498163972,147,0.1616580753730952,False,zero lag,adaptive,pn,MBF,1
1,0.04618821272122346,145,0.16276914051333033,False,model lags obs by 1 d,adaptive,pn,MBF,1
2,0.06717737970422999,141,0.16506177652903772,False,model lags obs by 2 d,adaptive,pn,MBF,1
3,-0.09678623337081255,127,0.17392187584555832,False,model lags obs by 3 d,adaptive,pn,MBF,1
4,-0.0843335825043677,134,0.16931821141394657,False,model lags obs by 4 d,adaptive,pn,MBF,1
5,0.035834240159085005,142,0.16447954622615107,False,model lags obs by 5 d,adaptive,pn,MBF,1
6,-0.04812249039159771,142,0.16447954622615107,False,model lags obs by 6 d,adaptive,pn,MBF,1
7,0.041304793048472156,149,0.16056945642173193,False,model lags obs by 7 d,adaptive,pn,MBF,1
8,0.02197109123745825,146,0.16221075416606412,False,model lags obs by 8 d,adaptive,pn,MBF,1
9,0.051295265697223424,143,0.1639034339613898,False,model lags obs by 9 d,adaptive,pn,MBF,1
10,0.026375575400222458,123,0.1767272483948167,False,model lags obs by 10 d,adaptive,pn,MBF,1
11,0.07488292219361598,132,0.17059610283658388,False,model lags obs by 11 d,adaptive,pn,MBF,1
12,0.031446591932180995,147,0.1616580753730952,False,model lags obs by 12 d,adaptive,pn,MBF,1
13,0.026092485272535514,146,0.16221075416606412,False,model lags obs by 13 d,adaptive,pn,MBF,1
14,0.04240983908829552,144,0.16333333333333333,False,model lags obs by 14 d,adaptive,pn,MBF,1
15,-0.007213024805489605,142,0.16447954622615107,False,model lags obs by 15 d,adaptive,pn,MBF,1
16,0.027669323936102358,143,0.1639034339613898,False,model lags obs by 16 d,adaptive,pn,MBF,1
17,0.12245550792587952,125,0.1753077294359835,False,model lags obs by 17 d,adaptive,pn,MBF,1
18,0.11254845648365644,137,0.16745410091248514,False,model lags obs by 18 d,adaptive,pn,MBF,1
19,0.08840385684737168,143,0.1639034339613898,False,model lags obs by 19 d,adaptive,pn,MBF,1
20,0.14665199218745,147,0.1616580753730952,False,model lags obs by 20 d,adaptive,pn,MBF,1
21,0.15370553886741414,144,0.16333333333333333,False,model lags obs by 21 d,adaptive,pn,MBF,1
22,0.1317700692198825,146,0.16221075416606412,False,model lags obs by 22 d,adaptive,pn,MBF,1
23,0.03163434595801989,146,0.16221075416606412,False,model lags obs by 23 d,adaptive,pn,MBF,1
24,-0.04675102496657735,123,0.1767272483948167,False,model lags obs by 24 d,adaptive,pn,MBF,1
25,-0.06651030916608863,128,0.17324116139070414,False,model lags obs by 25 d,adaptive,pn,MBF,1
26,0.06502033126208885,146,0.16221075416606412,False,model lags obs by 26 d,adaptive,pn,MBF,1
27,0.12328105555649257,146,0.16221075416606412,False,model lags obs by 27 d,adaptive,pn,MBF,1
28,0.04888852461020197,149,0.16056945642173193,False,model lags obs by 28 d,adaptive,pn,MBF,1
29,0.06180242133572482,145,0.16276914051333033,False,model lags obs by 29 d,adaptive,pn,MBF,1
30,0.10221079726314912,139,0.1662450302172743,False,model lags obs by 30 d,adaptive,pn,MBF,1
-30,-0.06613117984166135,135,0.1686899413014786,False,model leads obs by 30 d,adaptive,pn,MBF,2
-29,0.03554703275400314,142,0.16447954622615107,False,model leads obs by 29 d,adaptive,pn,MBF,2
-28,0.06248833464614439,143,0.1639034339613898,False,model leads obs by 28 d,adaptive,pn,MBF,2
-27,0.012430482078203972,148,0.16111100755925015,False,model leads obs by 27 d,adaptive,pn,MBF,2
-26,0.07147270117061746,146,0.16221075416606412,False,model leads obs by 26 d,adaptive,pn,MBF,2
-25,0.08063835411210833,143,0.1639034339613898,False,model leads obs by 25 d,adaptive,pn,MBF,2
-24,0.18709184348059382,129,0.17256837763982227,True,model leads obs by 24 d,adaptive,pn,MBF,2
-23,-0.014706348917548172,135,0.1686899413014786,False,model leads obs by 23 d,adaptive,pn,MBF,2
-22,0.0964840406469902,143,0.1639034339613898,False,model leads obs by 22 d,adaptive,pn,MBF,2
-21,0.09162560430415925,146,0.16221075416606412,False,model leads obs by 21 d,adaptive,pn,MBF,2
-20,0.06029486812548311,141,0.16506177652903772,False,model leads obs by 20 d,adaptive,pn,MBF,2
-19,-0.03655528502442147,146,0.16221075416606412,False,model leads obs by 19 d,adaptive,pn,MBF,2
-18,0.033635133359320495,144,0.16333333333333333,False,model leads obs by 18 d,adaptive,pn,MBF,2
-17,-0.07762600844014135,129,0.17256837763982227,False,model leads obs by 17 d,adaptive,pn,MBF,2
-16,0.1033554917949598,132,0.17059610283658388,False,model leads obs by 16 d,adaptive,pn,MBF,2
-15,0.019558058884094797,138,0.16684628002871474,False,model leads obs by 15 d,adaptive,pn,MBF,2
-14,0.04662011272509565,147,0.1616580753730952,False,model leads obs by 14 d,adaptive,pn,MBF,2
-13,0.05033820283312057,149,0.16056945642173193,False,model leads obs by 13 d,adaptive,pn,MBF,2
-12,-0.11200348558659796,143,0.1639034339613898,False,model leads obs by 12 d,adaptive,pn,MBF,2
-11,0.015207973351586017,143,0.1639034339613898,False,model leads obs by 11 d,adaptive,pn,MBF,2
-10,-0.13011122236648456,128,0.17324116139070414,False,model leads obs by 10 d,adaptive,pn,MBF,2
-9,0.10792042784568766,131,0.17124599510556343,False,model leads obs by 9 d,adaptive,pn,MBF,2
-8,-0.05221038335481682,145,0.16276914051333033,False,model leads obs by 8 d,adaptive,pn,MBF,2
-7,-0.014500013485898692,148,0.16111100755925015,False,model leads obs by 7 d,adaptive,pn,MBF,2
-6,-0.0682551515692703,142,0.16447954622615107,False,model leads obs by 6 d,adaptive,pn,MBF,2
-5,-0.04022952367935993,143,0.1639034339613898,False,model leads obs by 5 d,adaptive,pn,MBF,2
-4,0.14100439644867047,142,0.16447954622615107,False,model leads obs by 4 d,adaptive,pn,MBF,2
-3,0.11670813560136951,127,0.17392187584555832,False,model leads obs by 3 d,adaptive,pn,MBF,2
-2,-0.030681122778511993,133,0.16995355402672752,False,model leads obs by 2 d,adaptive,pn,MBF,2
-1,0.05287325173960689,143,0.1639034339613898,False,model leads obs by 1 d,adaptive,pn,MBF,2
0,0.05601375927052916,144,0.16333333333333333,False,zero lag,adaptive,pn,MBF,2
1,0.08763253716684566,147,0.1616580753730952,False,model lags obs by 1 d,adaptive,pn,MBF,2
2,0.03998589118508237,145,0.16276914051333033,False,model lags obs by 2 d,adaptive,pn,MBF,2
3,0.045648784020699155,141,0.16506177652903772,False,model lags obs by 3 d,adaptive,pn,MBF,2
4,-0.10945429302440865,127,0.17392187584555832,False,model lags obs by 4 d,adaptive,pn,MBF,2
5,0.015843454364259595,134,0.16931821141394657,False,model lags obs by 5 d,adaptive,pn,MBF,2
6,0.10061715837749005,142,0.16447954622615107,False,model lags obs by 6 d,adaptive,pn,MBF,2
